Border,Date,Measure,Value,Average
US-Canada Border,09/01/2012 12:00:00 AM,Buses,10700,12016
US-Canada Border,09/01/2012 12:00:00 AM,Trains,2350,2436
US-Mexico Border,09/01/2012 12:00:00 AM,Trains,733,745
US-Mexico Border,09/01/2012 12:00:00 AM,Train Passengers,219,259
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,8707267,9462105
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,5200159,6510228
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicles,4941668,5174104
US-Mexico Border,09/01/2011 12:00:00 AM,Pedestrians,3084806,3248140
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicles,2836400,3251701
US-Canada Border,09/01/2011 12:00:00 AM,Trucks,467016,457914
US-Mexico Border,09/01/2011 12:00:00 AM,Trucks,399902,401157
US-Canada Border,09/01/2011 12:00:00 AM,Truck Containers Full,345284,344798
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Full,268207,277841
US-Canada Border,09/01/2011 12:00:00 AM,Bus Passengers,243856,267880
US-Mexico Border,09/01/2011 12:00:00 AM,Bus Passengers,185835,257530
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Empty,131108,134092
US-Canada Border,09/01/2011 12:00:00 AM,Rail Containers Full,111616,104976
US-Canada Border,09/01/2011 12:00:00 AM,Truck Containers Empty,99849,99971
US-Canada Border,09/01/2011 12:00:00 AM,Rail Containers Empty,56359,55684
US-Canada Border,09/01/2011 12:00:00 AM,Pedestrians,47679,58435
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Empty,35428,34326
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Full,30245,30702
US-Canada Border,09/01/2011 12:00:00 AM,Train Passengers,27171,40679
US-Mexico Border,09/01/2011 12:00:00 AM,Buses,15546,17842
US-Canada Border,09/01/2011 12:00:00 AM,Buses,11077,12294
US-Canada Border,09/01/2011 12:00:00 AM,Trains,2286,2321
US-Mexico Border,09/01/2011 12:00:00 AM,Trains,731,740
US-Mexico Border,09/01/2011 12:00:00 AM,Train Passengers,304,288
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicle Passengers,9725659,10830762
US-Canada Border,09/01/2010 12:00:00 AM,Personal Vehicle Passengers,5065766,6250866
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicles,5065256,5358560
US-Mexico Border,09/01/2010 12:00:00 AM,Pedestrians,3007144,3280807
US-Canada Border,09/01/2010 12:00:00 AM,Personal Vehicles,2584252,2996651
US-Canada Border,09/01/2010 12:00:00 AM,Trucks,468864,468111
US-Mexico Border,09/01/2010 12:00:00 AM,Trucks,386817,401783
US-Canada Border,09/01/2010 12:00:00 AM,Truck Containers Full,359307,355777
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Full,256537,265025
US-Canada Border,09/01/2010 12:00:00 AM,Bus Passengers,239495,265317
US-Mexico Border,09/01/2010 12:00:00 AM,Bus Passengers,195096,257408
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Empty,129505,132543
US-Canada Border,09/01/2010 12:00:00 AM,Truck Containers Empty,99795,98799
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Full,98604,101598
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Empty,51199,49841
US-Canada Border,09/01/2010 12:00:00 AM,Pedestrians,41099,50523
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Empty,34808,29992
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Full,29116,25732
US-Canada Border,09/01/2010 12:00:00 AM,Train Passengers,26706,36975
US-Mexico Border,09/01/2010 12:00:00 AM,Buses,17105,18766
US-Canada Border,09/01/2010 12:00:00 AM,Buses,10934,12186
US-Canada Border,09/01/2010 12:00:00 AM,Trains,2078,2241
US-Mexico Border,09/01/2010 12:00:00 AM,Trains,665,623
US-Mexico Border,09/01/2010 12:00:00 AM,Train Passengers,268,277
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,11040305,12338612
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicles,5637383,6004108
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,4787157,5890675
US-Mexico Border,09/01/2009 12:00:00 AM,Pedestrians,3053713,3494013
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicles,2428854,2776389
US-Canada Border,09/01/2009 12:00:00 AM,Trucks,455815,423401
US-Mexico Border,09/01/2009 12:00:00 AM,Trucks,364722,355228
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Full,354394,331618
US-Canada Border,09/01/2009 12:00:00 AM,Bus Passengers,256397,267567
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Full,229875,222307
US-Mexico Border,09/01/2009 12:00:00 AM,Bus Passengers,160678,224511
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Empty,134457,132099
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Empty,94836,88904
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Full,86560,85998
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Empty,46743,44735
US-Canada Border,09/01/2009 12:00:00 AM,Pedestrians,44736,46524
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Empty,27805,28378
US-Canada Border,09/01/2009 12:00:00 AM,Train Passengers,24475,31064
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Full,21988,19599
US-Mexico Border,09/01/2009 12:00:00 AM,Buses,16694,19321
US-Canada Border,09/01/2009 12:00:00 AM,Buses,11291,12256
US-Canada Border,09/01/2009 12:00:00 AM,Trains,2031,2038
US-Mexico Border,09/01/2009 12:00:00 AM,Trains,587,631
US-Mexico Border,09/01/2009 12:00:00 AM,Train Passengers,294,296
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,12943742,13666257
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,6485225,6637874
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,4781150,6517386
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,3570146,3689435
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicles,2442637,3072962
US-Canada Border,09/01/2008 12:00:00 AM,Trucks,511697,496089
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Full,414858,395402
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,394948,416625
US-Canada Border,09/01/2008 12:00:00 AM,Bus Passengers,307375,354602
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,234084,249474
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,234079,337004
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,161436,165851
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Full,107759,110651
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Empty,95117,94321
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Empty,50700,48530
US-Canada Border,09/01/2008 12:00:00 AM,Pedestrians,35038,76581
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,32625,36373
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,25580,27939
US-Canada Border,09/01/2008 12:00:00 AM,Train Passengers,23898,35915
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,20264,23580
US-Canada Border,09/01/2008 12:00:00 AM,Buses,11909,13497
US-Canada Border,09/01/2008 12:00:00 AM,Trains,2405,2625
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,1762
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,798,855
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,13883829
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,6745306
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,5133356,6137978
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,4280677
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,2630684,3059129
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,531706,545843
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,445275,456238
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,420933
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,354549,387361
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,315791
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,264178
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,156199
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,121028,113066
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,82665,83924
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,55005,75871
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,46717,45771
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,36549
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,32291
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,23320,33004
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,22997
US-Canada Border,09/01/2007 12:00:00 AM,Buses,13033,14482
US-Canada Border,09/01/2007 12:00:00 AM,Trains,2460,2535
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,1681
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,886
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,13571521,14989566
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicles,6811433,7291096
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,5567958,6814577
US-Mexico Border,09/01/2006 12:00:00 AM,Pedestrians,3770596,3796808
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,2676082,3057484
US-Canada Border,09/01/2006 12:00:00 AM,Trucks,542189,570035
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,452851,477773
US-Mexico Border,09/01/2006 12:00:00 AM,Trucks,383450,410957
US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,266393,319499
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Full,246727,258124
US-Mexico Border,09/01/2006 12:00:00 AM,Bus Passengers,222004,281872
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Empty,136347,148382
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,108601,115588
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Empty,82494,86919
US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,53180,85788
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,43203,43300
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Empty,36318,33333
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Full,33461,31469
US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,23712,35536
US-Mexico Border,09/01/2006 12:00:00 AM,Buses,20686,22142
US-Canada Border,09/01/2006 12:00:00 AM,Buses,10662,12619
US-Canada Border,09/01/2006 12:00:00 AM,Trains,2583,2707
US-Mexico Border,09/01/2006 12:00:00 AM,Train Passengers,1839,1816
US-Mexico Border,09/01/2006 12:00:00 AM,Trains,860,846
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,14370751,15778720
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,7269953,7688025
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5445304,6838056
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,3188385,3908740
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,2693008,3170925
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,580446,583493
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,505336,503725
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,454160,407897
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,390992,393409
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,253974,252292
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,286560
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,140584
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,118157,118406
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84573,82739
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55313,99290
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38882,41374
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,31306
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,27200
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,31402
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19847,22085
US-Canada Border,09/01/2005 12:00:00 AM,Buses,17042,17040
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2779,2603
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,1452
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,789
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,14572074,16506568
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,7351912,7630017
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,5469920,7001463
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,3428943,4010708
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicles,2758081,3159649
US-Canada Border,09/01/2004 12:00:00 AM,Trucks,602098,592653
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,500366,500373
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,386208,430889
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,369295,375854
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,244162,304210
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,234611,236725
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,138611,141809
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,122446,124441
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,83785,81357
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,71762,127887
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,38051,39666
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,29687,27803
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,29428,29536
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,25876,26712
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,22198,22742
US-Canada Border,09/01/2004 12:00:00 AM,Buses,15098,16749
US-Canada Border,09/01/2004 12:00:00 AM,Trains,2649,2793
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,1024,1109
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,628,675
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,15497771,16282417
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicles,7234559,7289137
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,5441911,6916720
US-Mexico Border,09/01/2003 12:00:00 AM,Pedestrians,3673315,3775812
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicles,2661644,3196499
US-Canada Border,09/01/2003 12:00:00 AM,Trucks,600016,537631
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Full,498127,455423
US-Canada Border,09/01/2003 12:00:00 AM,Bus Passengers,380195,388405
US-Mexico Border,09/01/2003 12:00:00 AM,Trucks,345770,343898
US-Mexico Border,09/01/2003 12:00:00 AM,Bus Passengers,268252,351794
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Full,209685,212372
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Empty,141501,139511
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Full,117584,112763
US-Canada Border,09/01/2003 12:00:00 AM,Pedestrians,98142,149304
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Empty,82754,75496
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Empty,39255,39152
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Empty,26199,27881
US-Mexico Border,09/01/2003 12:00:00 AM,Buses,22148,25525
US-Canada Border,09/01/2003 12:00:00 AM,Train Passengers,21474,28105
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Full,21083,23139
US-Canada Border,09/01/2003 12:00:00 AM,Buses,15047,15968
US-Canada Border,09/01/2003 12:00:00 AM,Trains,2895,2878
US-Mexico Border,09/01/2003 12:00:00 AM,Train Passengers,1049,1012
US-Mexico Border,09/01/2003 12:00:00 AM,Trains,633,664
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,16246655,17278694
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicles,7480380,7553290
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,5983970,7719250
US-Mexico Border,09/01/2002 12:00:00 AM,Pedestrians,3843959,4188839
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicles,2893435,3417380
US-Canada Border,09/01/2002 12:00:00 AM,Trucks,587262,583912
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Full,492669,492751
US-Canada Border,09/01/2002 12:00:00 AM,Bus Passengers,463219,474490
US-Mexico Border,09/01/2002 12:00:00 AM,Trucks,349746,377760
US-Mexico Border,09/01/2002 12:00:00 AM,Bus Passengers,274867,354078
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Full,196385,213838
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Empty,146454,164558
US-Canada Border,09/01/2002 12:00:00 AM,Pedestrians,143485,169681
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Full,120156,112561
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Empty,86248,84535
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Empty,36743,36856
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Empty,25846,26709
US-Mexico Border,09/01/2002 12:00:00 AM,Buses,24380,26258
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Full,22884,23451
US-Canada Border,09/01/2002 12:00:00 AM,Train Passengers,21067,35352
US-Canada Border,09/01/2002 12:00:00 AM,Buses,16899,17924
US-Canada Border,09/01/2002 12:00:00 AM,Trains,2894,2801
US-Mexico Border,09/01/2002 12:00:00 AM,Train Passengers,1102,1193
US-Mexico Border,09/01/2002 12:00:00 AM,Trains,621,653
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,18323401
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,8155100
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,5667660,8885586
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,4243167
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicles,2572008,3871452
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,542154,580472
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,433313,496139
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,408931,518558
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,364726
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,301735
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,203337
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,168124
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,103044,98255
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,80054,86680
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,59148,115681
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,36252,35675
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,24930
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,23377
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,22047,33322
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,24833
US-Canada Border,09/01/2001 12:00:00 AM,Buses,15102,19487
US-Canada Border,09/01/2001 12:00:00 AM,Trains,2661,2823
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,1670
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,639
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,20134324
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,9839512
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,7784051
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3915719
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,3861076
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,601311
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,553292
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,449927
